City,Address,Category,BuildingType,NewAlterationAddition,Valuation,PermitHolder,Issuance,County
Iowa City,304 S SUMMIT ST,Residential,Multi Family,Alteration,99800,PAT BARTEN,1-Jul-16,Johnson
Iowa City,223 S DODGE ST,Residential,Multi Family,Alteration,52000,LIZ FINNEGAN,1-Jul-16,Johnson
Iowa City,500 FOSTER RD,Residential,Single Family,Alteration,450000,MARC B MOEN,1-Jul-16,Johnson
Iowa City,1301 YEWELL ST,Residential,Single Family,Alteration,65000,GT KARR,1-Jul-16,Johnson
Iowa City,435 S LINN ST,Commercial,Commercial,New,6000000,STEPHEN MARCUS,1-Jul-16,Johnson
Iowa City,1404 S GILBERT ST,Commercial,Commercial,New,2000000,JON DETWILER,1-Jul-16,Johnson
Iowa City,2401 HIGHWAY 6,Commercial,Commercial,New,1900000,JOEY WENDINGER,1-Jul-16,Johnson
Iowa City,1801 S RIVERSIDE DR,Commercial,Commercial,New,119540,RICK WAGNER,1-Jul-16,Johnson
Iowa City,372 BOYD CT,Residential,Single Family,Alteration,105000,WESTON DARLING,1-Jul-16,Johnson
Iowa City,1229 LANGENBERG AVE,Residential,Single Family,New,250000,DAVID GERARD,1-Jul-16,Johnson
Iowa City,1217 LANGENBERG AVE,Residential,Single Family,New,210000,JIM WALKER,1-Jul-16,Johnson
Iowa City,1164 LANGENBERG AVE,Residential,Single Family,New,205000,JIM WALKER,1-Jul-16,Johnson
Iowa City,2200 LOWER MUSCATINE RD,Commercial,Commercial,Alteration,2143500,STEVE RICHARDS,1-Jul-16,Johnson
Iowa City,505 MELROSE CT,Residential,Single Family,Alteration,90000,TRACY BARKALOW,1-Jul-16,Johnson
Iowa City,501 SECOND AVE,Residential,Single Family,Alteration,50000,DARIN GRIMES,1-Jul-16,Johnson
Coralville,1002 10TH ST,Commercial,Commercial,Alteration,50000,CITY OF CORALVILLE,20-Jul-16,Johnson
Coralville,1703 SECOND ST,Commercial,Commercial,Alteration,735000,NEW LIFE COMMUNITY CHURCH,6-Jul-16,Johnson
Coralville,920 E SECOND AVE,Commercial,Commercial,Alteration,2500000,UNIVERSITY OF IOWA,11-Jul-16,Johnson
Coralville,740 CORAL RIDGE AVE,Commercial,Commercial,New,7014905,INTREPID LLC,5-Jul-16,Johnson
Coralville,424 SIXTH AVE,Commercial,Commercial,New,4800000,"808 ON 5TH, LLC",14-Jul-16,Johnson
Coralville,2451 OAKDALE BLVD,Commercial,Commercial,Alteration,1702243,BUILD TO SUIT,6-Jul-16,Johnson
Coralville,702 20TH AVE,Commercial,Commercial,New,165000,HY-VEE,13-Jul-16,Johnson
Coralville,210 FIFTH ST,Commercial,Commercial,Alteration,71600,WATTS GROUP,5-Jul-16,Johnson
Coralville,2419 SECOND ST,Commercial,Commercial,Alteration,225000,HAWKEYE REAL ESTATE INVESTMENT,8-Jul-16,Johnson
Coralville,2027 GLEN OAKS RIDGE,Residential,Single Family,New,315000,FLORIAN POPP,11-Jul-16,Johnson
Coralville,2401 CORAL CT,Commercial,Commercial,Alteration,95000,HAWKEYE REAL ESTATE INVESTMENT,8-Jul-16,Johnson
Coralville,1957 BROWN DEER TRAIL,Residential,Single Family,Alteration,50000,DENISE AND JOHN JURCA,25-Jul-16,Johnson
Coralville,300 CLARK DR,Residential,Multi Family,New,521750,WATTS GROUP,25-Jul-16,Johnson
Coralville,310 CLARK DR,Residential,Multi Family,New,521750,WATTS GROUP,25-Jul-16,Johnson
Coralville,320 CLARK DR,Residential,Multi Family,New,521750,WATTS GROUP,25-Jul-16,Johnson
Coralville,330 CLARK DR,Residential,Multi Family,New,521750,WATTS GROUP,25-Jul-16,Johnson
Hiawatha,921 METZGER DR,Commercial,Commercial,New,408408,GEOFF FRANZENBURG,8-Jun-16,Linn
Hiawatha,603 EMMONS ST,Commercial,Commercial,Alteration,225000,C R COMMUNITY SCHOOL DISTRICT,20-Jun-16,Linn
Hiawatha,217 WILLOWOOD DR,Residential,Single Family,New,615393,LA MORGESE JAMES R REV TRUST & LA MORGESE NANCY L REV TRUST,23-Jun-16,Linn
Hiawatha,2936 DIAMONDBACK RD,Residential,Single Family,New,381628,PINES AT TURTLE CREEK LLC,5-Jul-16,Linn
Hiawatha,1020 CENTER POINT RD,Commercial,Commercial,Alteration,767445,WARRIOR ENTERPRISES LLC,7-Jul-16,Linn
Hiawatha,735 KACENA RD,Commercial,Commercial,New,90672,JMM PROPERTIES,21-Jul-16,Linn
Hiawatha,850 KACENA RD,Commercial,Commercial,Alteration,51316,CRYSTAL GROUP INC,29-Jul-16,Linn
North Liberty,865 PRAIRIE ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",2-May-16,Johnson
North Liberty,620 MEADE DR,Commercial,Commercial,Alteration,128000,"CJ'S CONSTRUCTION CO, INC",27-Jan-16,Johnson
North Liberty,1306 HANCOCK ST,Residential,Single Family,New,120000,"ROBSON HOMES, INC.  ",16-May-16,Johnson
North Liberty,815 FRANKLIN ST,Residential,Single Family,New,120000,"ROBSON HOMES, INC.  ",18-May-16,Johnson
North Liberty,1320 HANCOCK ST,Residential,Single Family,New,116790,"ROBSON HOMES, INC.  ",26-Apr-16,Johnson
North Liberty,650 PACHA PARKWAY,Commercial,Commercial,Alteration,100000,SPRING FEVER LLC,18-Jan-16,Johnson
North Liberty,2870 STONER CT,Commercial,Commercial,Alteration,90000,FRONTIER NATURAL PRODUCTS CO-OP,12-Jan-16,Johnson
North Liberty,55 N GEORGE ST,Residential,Single Family,Addition,84000,ANGELA BOEKE & STEPHEN C. GERARD II,1-Jun-16,Johnson
North Liberty,"650 PACHA PARKWAY, SUITE 8 & 9",Commercial,Commercial,Alteration,70000,SPRING FEVER LLC,13-Jun-16,Johnson
North Liberty,2345 LANDON RD,Commercial,Commercial,Alteration,57000,CORRIDOR MEDIA PROPERTIES LLC,24-May-16,Johnson
North Liberty,1795 WENROSE DR NE,Commercial,Commercial,Addition,55000,BEN & KATE SCHWENKER,23-May-16,Johnson
North Liberty,2342 LAKERIDGE PL NE,Commercial,Commercial,Addition,54830,SPLASH POOL & SPA BUILDERS,26-Jul-16,Johnson
North Liberty,2198 HENDERSHOT RD NE,Commercial,Commercial,Addition,50000,DAN & RHONDA BERNAKI,9-May-16,Johnson
