City,Address,Category,BuildingType,NewAlterationAddition,Valuation,PermitHolder,Issuance,County
Cedar Rapids,7525 BERTRAM RD SE,Commercial,Commercial,Alteration,365000,WPC - CHLORINE SYSTEM UPGRADE,24-May-16,Linn
Cedar Rapids,7525 BERTRAM RD SE,Commercial,Commercial,Alteration,1282000,WPC - HVAC UPGRADES,8-Jun-16,Linn
Cedar Rapids,7525 BERTRAM RD SE,Commercial,Commercial,Alteration,115000,WPC - HVAC UPGRADES,15-Jun-16,Linn
Cedar Rapids,7707 1ST AVE SW,Residential,Single Family,New,100238,RIVERHILL 16 ,24-Jun-16,Linn
Cedar Rapids,7708 6TH ST SW,Commercial,Commercial,New,353000,Thompson Truck and Trailer,13-May-16,Linn
Cedar Rapids,7708 6TH ST SW,Commercial,Commercial,New,6170000,Thompson Truck and Trailer,25-Jul-16,Linn
Cedar Rapids,777 76TH AVE DR SW,Commercial,Commercial,New,6642000,MERCY CARE PRAIRIE CREEK,4-Mar-16,Linn
Cedar Rapids,777 76TH AVE DR SW,Commercial,Commercial,Alteration,560217,MERCY CARE PRAIRIE CREEK,27-May-16,Linn
Cedar Rapids,780 AMERICA DR SW,Commercial,Commercial,Addition,150000,,10-Feb-16,Linn
Cedar Rapids,7807 ELLIS RD NW,Commercial,Commercial,Alteration,688420,,16-Jun-16,Linn
Cedar Rapids,7807 ELLIS RD NW,Commercial,Commercial,Alteration,91101,,16-Jun-16,Linn
Cedar Rapids,7807 ELLIS RD NW,Commercial,Commercial,Alteration,50638,,16-Jun-16,Linn
Cedar Rapids,802 BLUE STONE ST NW,Residential,Single Family,New,120978,WESTFIELD 3,6-Apr-16,Linn
Cedar Rapids,803 VERNON VALLEY DR,Commercial,Commercial,New,255000,CHARLES A ROHDE LLC - NEW WEDDING VENUE -- 7634 SQ. FT,29-Apr-16,Linn
Cedar Rapids,805 VERNON VALLEY DR,Commercial,Commercial,New,205000,CHARLES A ROHDE LLC  ,4-May-16,Linn
Cedar Rapids,814 10TH ST SW,Residential,Single Family,New,61092,,22-Feb-16,Linn
Cedar Rapids,815 MANN RD SW,Commercial,Commercial,New,163000,MACARTHUR CO,1-Feb-16,Linn
Cedar Rapids,822 CRESCENT VIEW DR NE,Residential,Single Family,New,142118,ABODE - FF,22-Jul-16,Linn
Cedar Rapids,826 CRESCENT VIEW DR NE,Residential,Single Family,New,167386,,30-Jun-16,Linn
Cedar Rapids,830 CRESCENT VIEW DR NE,Residential,Single Family,New,142630,,26-Apr-16,Linn
Cedar Rapids,8301 MONTEREY DR NE,Residential,Single Family,New,143814,,21-Mar-16,Linn
Cedar Rapids,834 CRESCENT VIEW DR NE,Residential,Multi Family,New,140582,ABODE - FF,29-Apr-16,Linn
Cedar Rapids,837 CRESCENT VIEW DR NE,Residential,Single Family,New,148134,,25-Jul-16,Linn
Cedar Rapids,843 CRESCENT VIEW DR NE,Residential,Multi Family,New,142134,ABODE - FF,6-Jan-16,Linn
Cedar Rapids,844 CRESCENT VIEW DR NE,Residential,Multi Family,New,142118,ABODE - FF,4-Mar-16,Linn
Cedar Rapids,845 CAPITAL DR SW,Commercial,Commercial,Alteration,171010,,5-Jul-16,Linn
Cedar Rapids,848 CRESCENT VIEW DR NE,Residential,Multi Family,New,148134,,10-Mar-16,Linn
Cedar Rapids,854 CRESCENT VIEW DR NE,Residential,Multi Family,New,142630,ABODE - JJ,30-Mar-16,Linn
Cedar Rapids,854 CRESCENT VIEW DR NE,Residential,Multi Family,New,148134,,15-Mar-16,Linn
Cedar Rapids,855 35TH ST NE,Commercial,Commercial,Alteration,348000,Rockwell Collins Main Plant Exterior Renovation,25-Jul-16,Linn
Cedar Rapids,858 CRESCENT VIEW DR NE,Residential,Multi Family,New,142630,ABODE - JJ,30-Mar-16,Linn
Cedar Rapids,8600 GRAND OAKS DR NE,Residential,Single Family,New,83192,,29-Mar-16,Linn
Cedar Rapids,8607 FLATBUSH CT NE,Residential,Single Family,New,61228,,9-Jun-16,Linn
Cedar Rapids,8608 FLATBUSH CT NE,Residential,Single Family,New,60256,,21-Jan-16,Linn
Cedar Rapids,8609 HARRINGTON DR NE,Residential,Single Family,New,55044,CYPRESS - SKOGMAN,1-Apr-16,Linn
Cedar Rapids,8614 FLATBUSH CT NE,Residential,Single Family,New,60256,,28-Jan-16,Linn
Cedar Rapids,8615 FLATBUSH CT NE,Residential,Single Family,New,57156,WOODWARD 1-BATH,18-Apr-16,Linn
Cedar Rapids,8620 FLATBUSH CT NE,Residential,Single Family,New,54554,,29-Jan-16,Linn
Cedar Rapids,8621 FLATBUSH CT NE,Residential,Single Family,New,56806,,28-Jun-16,Linn
Cedar Rapids,8627 FLATBUSH CT NE,Residential,Single Family,New,60976,WOODWARD 2-BATH,18-Apr-16,Linn
Cedar Rapids,8703 FLATBUSH CT NE,Residential,Single Family,New,60556,,18-Apr-16,Linn
Cedar Rapids,8903 NORWAY DR NE,Residential,Single Family,New,68540,,2-Jun-16,Linn
Cedar Rapids,900 CRESCENT VIEW DR NE,Residential,Multi Family,New,142630,,10-Feb-16,Linn
Cedar Rapids,901 CRESCENT VIEW DR NE,Residential,Multi Family,New,142630,ABODE - JJ,15-Mar-16,Linn
Cedar Rapids,901 EAST MAIN ST NE,Commercial,Commercial,Addition,2100000,LINN-MAR WESTFIELD ADDITION,21-Apr-16,Linn
Cedar Rapids,901 EAST MAIN ST NE,Commercial,Commercial,Alteration,240000,LINN-MAR WESTFIELD ADDITION,6-May-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,372455,MMU-FENCE,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,177625,MMU - BASEBALL DUGOUT 3RD BASE,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,220000,MMU - BASEBALL DUGOUT 1ST BASE,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,120000,MMU - SOFTBALL DUGOUT 1ST BASE,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,120000,MMU - SOFTBALL DUGOUT 3RD BASE,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,57000,MMU - SOFTBALL PRESS BOX,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,70800,MMU - MULTIPURPOSE PRESS BOX,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,1704735,MMU - MULTIPURPOSE LOCKER & TRAINING,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,2233000,WPC - CHLORINE SYSTEM UPGRADE,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,75000,MT MERCY BLEACHER - BASEBALL,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,56000,MT MERCY BLEACHER - SOFTBALL,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,175000,MT MERCY BLEACHER - FOOTBALL,1-Jul-16,Linn
Cedar Rapids,902 17TH ST NE,Commercial,Commercial,Alteration,55000,MT MERCY - CENTRAL STORAGE BLDG,1-Jul-16,Linn
Cedar Rapids,904 CRESCENT VIEW DR NE,Residential,Multi Family,New,142630,,10-Feb-16,Linn
Cedar Rapids,915 SHAVER RD NE,Commercial,Commercial,Addition,972000,ALLIANT ENERGY - EIDC 2ND ADDITION,20-Apr-16,Linn
Cedar Rapids,915 SHAVER RD NE,Commercial,Commercial,Addition,88345,ALLIANT ENERGY - EIDC 2ND ADDITION,11-Apr-16,Linn
Cedar Rapids,921 BLAIRS FERRY RD NE,Commercial,Commercial,New,1300000,WATER ROCK DEVELOPMENT,2-Jun-16,Linn
Cedar Rapids,925 4TH ST SW,Residential,Single Family,New,57860,,21-Jan-16,Linn
Cedar Rapids,931 BLAIRS FERRY RD NE,Commercial,Commercial,Addition,2550000,NATURAL GROCERS,3-May-16,Linn
Cedar Rapids,931 BLAIRS FERRY RD NE,Commercial,Commercial,Alteration,149500,NATURAL GROCERS,17-May-16,Linn
Cedar Rapids,9321 GRAND OAKS DR NE,Residential,Single Family,New,68156,,2-Jun-16,Linn
Cedar Rapids,940 60TH AVE SW,Commercial,Commercial,Addition,2505800,BIOSPRINGER PROJECT 794 TYGER 7,19-Jan-16,Linn
Cedar Rapids,940 60TH AVE SW,Commercial,Commercial,Addition,201000,BIOSPRINGER PROJECT 794 TYGER 7,11-Apr-16,Linn
Cedar Rapids,9407 GRAND OAKS DR NE,Residential,Single Family,New,71308,WOODWARD 2 BATH,2-Mar-16,Linn
Cedar Rapids,9408 GRAND OAKS DR NE,Residential,Single Family,New,56714,,5-Feb-16,Linn
Cedar Rapids,941 BLAIRS FERRY RD NE,Commercial,Commercial,New,419000,ALL TUNE & LUBE,24-May-16,Linn
Cedar Rapids,9413 GRAND OAKS DR NE,Residential,Single Family,New,71308,WOODWARD 2 BATH,2-Mar-16,Linn
Cedar Rapids,9414 GRAND OAKS DR NE,Residential,Single Family,New,60256,,10-Feb-16,Linn
Cedar Rapids,9419 GRAND OAKS DR NE,Residential,Single Family,New,61004,,29-Feb-16,Linn
Cedar Rapids,9420 GRAND OAKS DR NE,Residential,Single Family,New,56746,,1-Feb-16,Linn
Cedar Rapids,9425 GRAND OAKS DR NE,Residential,Single Family,New,57094,WOODWARD 1 BATH,27-Apr-16,Linn
Cedar Rapids,9426 GRAND OAKS DR NE,Residential,Single Family,New,71308,WOODWARD 2 BATH,2-Mar-16,Linn
Cedar Rapids,950 ROCKFORD RD SW,Commercial,Commercial,Alteration,227000,VETERANS MEMORIAL STADIUM - ADA COMPLIANCE,2-Feb-16,Linn
Cedar Rapids,9500 GRAND OAKS DR NE,Residential,Single Family,New,57094,WOODWARD 1 BATH,25-Apr-16,Linn
Cedar Rapids,9503 GRAND OAKS DR NE,Residential,Single Family,New,54714,,28-Jan-16,Linn
Cedar Rapids,951 BLAIRS FERRY RD NE,Commercial,Commercial,New,1737000,ROCK TOP,25-Feb-16,Linn
Cedar Rapids,97 3RD AVE SE,Commercial,Commercial,Alteration,409000,SMULEKOFFS,10-Mar-16,Linn
Cedar Rapids,97 3RD AVE SE,Commercial,Commercial,Alteration,350000,SMULEKOFFS,13-Jun-16,Linn
Cedar Rapids,9805 ATLANTIC DR SW,Commercial,Commercial,New,1778000,ATLANTIC SPEC WAREHOUSE (SHELL ONLY),24-Feb-16,Linn
Cedar Rapids,985 CLUB LN,Residential,Single Family,New,154900,GRABE BECKY S,18-Apr-16,Linn
Center Point,3431 IOWA RD,Residential,Single Family,New,98384,KIMBERLY L YUM,23-May-16,Linn
Center Point,3986 QUAIL RIDGE RD,Residential,Single Family,New,88024,YARBROUGH ADDAMAE E,3-Mar-16,Linn
Central City,1011 UNION LANE,Residential,Single Family,New,75936,PATRICIA A OCONNOR,27-May-16,Linn
Central City,4096 CEDAR ST,Residential,Single Family,Alteration,50832,GARDNER RICHARD J,29-Mar-16,Linn
Coggon,2287 SEVEN HILLS RD,Residential,Single Family,New,83784,CODY C RATLIFF,16-May-16,Linn
Coggon,2398 SEVEN HILLS RD,Residential,Single Family,New,125088,SPRAGUE CHRISTOPHER,27-Jul-16,Linn
Coggon,3257 WIECKHAM ST,Commercial,Commercial,Addition,264112,TROY MILLS CHRISTIAN CHURCH,16-May-16,Linn
Coggon,5782 SEVEN HILLS RD,Residential,Single Family,New,126940,EVERS HARRY L,22-Feb-16,Linn
Coggon,5782 SEVEN HILLS RD,Residential,Single Family,New,126940,EVERS HARRY L,28-Mar-16,Linn
Coralville,1180 KENNEDY PKWY,Residential,Multi Family,New,11900000,SOUTHGATE DEVELOPMENT,5-Jan-16,Johnson
Coralville,1100 FIFTH ST,Commercial,Commercial,Alteration,180000,GERRY AMBROSE,13-Jan-16,Johnson
Coralville,2425 SECOND ST,Commercial,Commercial,Alteration,110000,HAWKEYE INVESTMENT PROPERTIES,13-Jan-16,Johnson
Coralville,1000 HIGHLAND PARK AVE,Commercial,Commercial,Alteration,346076,PRIME VENTURES,19-Jan-16,Johnson
Coralville,2441 JAMES ST,Commercial,Commercial,Alteration,85000,FOUNT PLAZA LLC,20-Jan-16,Johnson
Coralville,2923 DIAMOND MILLS CIR,Residential,Single Family,New,217000,SHARP INVESTMENT PROPERTIES,20-Jan-16,Johnson
Coralville,14 BROWN DEER KNOLL,Residential,Single Family,Alteration,80000,KIRK GIESWEIN,27-Jan-16,Johnson
Coralville,1303 FIFTH ST,Commercial,Commercial,Alteration,79460,MC COMAS  - LACINA CONSTRUCTION,28-Jan-16,Johnson
Coralville,2425 SECOND ST,Commercial,Commercial,Alteration,245000,HAWKEYE INVESTMENT PROPERTIES,3-Feb-16,Johnson
Coralville,2801 COMMERCE DR,Commercial,Commercial,Alteration,979000,WALMART INC,3-Feb-16,Johnson
Coralville,2007 DEMPSTER DR,Residential,Single Family,New,297000,LJ WEBER CONSTRUCTION,17-Feb-16,Johnson
Coralville,2013 DEMPSTER DR,Residential,Single Family,New,30000,DIAMOND CUSTOM BUILDERS,18-Feb-16,Johnson
Coralville,810 HIGHLAND PARK AVE,Residential,Single Family,Alteration,100000,"GRANNER, MARK A",18-Feb-16,Johnson
Coralville,2010 JAMES ST,Commercial,Commercial,New,750000,THIRD MILLENNIUM DEVELOPMENT LLC,29-Feb-16,Johnson
Coralville,1051 HIGHLAND PARK AVE,Residential,Single Family,New,308100,PRIME VENTURES CONSTRUCTION,1-Mar-16,Johnson
Coralville,2061 TIMBER LANE,Residential,Single Family,Alteration,64000,PRIME VENTURES DEVELOPMENT,1-Mar-16,Johnson
Coralville,3696 JOHNSTON WAY NE,Residential,Single Family,Addition,75000,SCOTT KERKHOFF,1-Mar-16,Johnson
Coralville,2807 WOODLAND KNOLL,Residential,Single Family,New,659000,H & H HOMEBUILDERS,2-Mar-16,Johnson
Coralville,1500 FIRST AVE N,Commercial,Commercial,Alteration,1300000,BROWN DEER PLACE LLC,8-Mar-16,Johnson
Coralville,2431 CORAL CT,Commercial,Commercial,Alteration,200000,MICHAEL T EVANS,11-Mar-16,Johnson
Coralville,1710 COMMERCIAL PARK,Commercial,Commercial,Alteration,125000,INTEGRATED DNA TECHNOLOGIES,21-Mar-16,Johnson
Coralville,2451 OAKDALE BLVD,Commercial,Commercial,New,2851939,BUILD TO SUIT,22-Mar-16,Johnson
Coralville,404 SECOND ST,Commercial,Commercial,Alteration,737336,CORALVILLE USED CAR SUPER STORE,28-Mar-16,Johnson
Coralville,1090 HIGHLAND PARK AVE,Residential,Single Family,New,402428,WATTS GROUP,1-Apr-16,Johnson
Coralville,605 EIGHTH AVE,Residential,Single Family,New,68000,IOWA VALLEY HABITAT,1-Apr-16,Johnson
Coralville,2752 MUDDY CREEK LANE,Residential,Single Family,New,350000,BAXTER CONSTRUCTION,6-Apr-16,Johnson
Coralville,1806 BROWN DEER TRAIL,Residential,Single Family,Alteration,56897,BEN HIRKO,18-Apr-16,Johnson
Coralville,2262 HOLIDAY RD,Commercial,Commercial,Alteration,60000,WESTWINDS REAL ESTATE,3-May-16,Johnson
Coralville,2300 JONES BLVD,Commercial,Commercial,Alteration,100000,SHIELD'S HOME FURNISHINGS,3-May-16,Johnson
Coralville,2812 COMMERCE DR,Commercial,Commercial,Alteration,1800000,INTEGRATED DNA TECHNOLOGIES,5-May-16,Johnson
Coralville,1001 25TH AVE,Commercial,Commercial,New,305000,HOTEL 1001 LLC,6-May-16,Johnson
Coralville,920 E SECOND AVE,Commercial,Commercial,Alteration,105200,CITY OF CORALVILLE,9-May-16,Johnson
Coralville,425 E OAKDALE BLVD,Commercial,Commercial,New,1950000,MELROSE INVESTMENTS LC,10-May-16,Johnson
Coralville,345 CLARK DR,Residential,Multi Family,New,900000,WATTS GROUP,18-May-16,Johnson
Coralville,1451 CORAL RIDGE AVE,Commercial,Commercial,Alteration,261800,GENERAL GROWTH PROPERTIES,23-May-16,Johnson
Coralville,750 CORAL RIDGE AVE,Commercial,Commercial,New,1150000,HALF MOON LLC / JEFF BRAVERMAN,26-May-16,Johnson
Coralville,740 CORAL RIDGE AVE,Commercial,Commercial,New,273900,INTREPID LLC,2-Jun-16,Johnson
Coralville,2395 DIAMOND MIL CIR,Residential,Single Family,New,240000,SHARP INVESTMENT PROPERTIES,3-Jun-16,Johnson
Coralville,2861 SPRING ROSE CIR,Residential,Multi Family,New,2800000,GRAND RAIL DEVELOPMENT,6-Jun-16,Johnson
Coralville,945 LINCOLNSHIRE PLACE,Residential,Single Family,New,250000,BUILTRITE CUSTOM HOMES,7-Jun-16,Johnson
Coralville,1973 OLLINGER DR,Residential,Single Family,New,218150,ADVANTAGE CUSTOM BUILDERS,10-Jun-16,Johnson
Coralville,2600 HOLIDAY RD,Commercial,Commercial,New,2650000,KUM & GO,13-Jun-16,Johnson
Coralville,1955 JAMES ST,Commercial,Commercial,New,325000,LITTLE DUCK LLC,14-Jun-16,Johnson
Coralville,540 HIGHLAND PARK AVE,Residential,Single Family,Alteration,80000,JAMES C DREUSICKE,21-Jun-16,Johnson
Coralville,920 E 2ND AVE,Commercial,Commercial,Alteration,320000,CITY OF CORALVILLE,23-Jun-16,Johnson
Coralville,345 CLARK DR,Residential,Multi Family,New,6400000,WATTS GROUP,29-Jun-16,Johnson
Coralville,3696 JOHNSTON WAY NE,Residential,Single Family,Alteration,75000,SCOTT KERKHOFF,29-Jun-16,Johnson
Coralville,3800 2ND ST,Commercial,Commercial,Alteration,155000,JEFF BRAVERMAN,30-Jun-16,Johnson
Ely,1310 WORLEY LN,Residential,Single Family,New,190000,KUNKEL DUANE & CONNIE,28-Apr-16,Linn
Ely,1400 PARKLAND DR,Residential,Single Family,New,220000,KUNKEL DUANE & CONNIE,10-Mar-16,Linn
Ely,1405 PARKLAND DR,Residential,Single Family,New,207000,DUANE & CONNIE KUNKLE,17-May-16,Linn
Ely,1435 PARKLAND DR,Residential,Single Family,New,308000,KUNKEL DUANE & CONNIE,27-Apr-16,Linn
Ely,1505 PARKLAND DR,Residential,Single Family,New,260000,HAVLIK JEFFREY A,3-Mar-16,Linn
Ely,1515 PARKLAND DR,Residential,Single Family,New,160000,PEINE JOSHUA L,16-Mar-16,Linn
Ely,1525 PARKLAND DR,Residential,Single Family,New,250000,DAVID COLLINGWOOD,4-Mar-16,Linn
Ely,1615 PARKLAND DR,Residential,Single Family,New,292850,OWEN M CRIST & SARAH,24-Jun-16,Linn
Ely,1900 WRIGLEY ST,Residential,Multi Family,New,515000,SCHULTE DEVELOPMENT LC,9-Jun-16,Linn
Ely,1910 WRIGLEY ST,Residential,Multi Family,New,515000,SCHULTE DEVELOPMENT LC,9-Jun-16,Linn
Ely,3030 RIDGEVIEW DR,Residential,Single Family,New,240000,SCHULTE DEVELOPMENT LC,22-Feb-16,Linn
Ely,3055 RIDGEVIEW DR,Residential,Single Family,New,150000,CURT HAYEK COMPANY LLC,13-Jun-16,Linn
Ely,3085 RIDGEVIEW DR,Residential,Single Family,New,180000,SCHULTE DEVELOPMENT LC,22-Feb-16,Linn
Ely,3095 RIDGEVIEW DR,Residential,Single Family,New,235000,SCHULTE DEVELOPMENT LC,22-Feb-16,Linn
Ely,3115 RIDGEVIEW DR,Residential,Single Family,New,225000,SCHULTE DEVELOPMENT LC,16-Mar-16,Linn
Ely,3125 RIDGEVIEW DR,Residential,Single Family,New,220000,SCHULTE DEVELOPMENT LC,3-May-16,Linn
Hiawatha,1190 BOYSON RD ,Commercial,Commercial,Alteration,50438,AHERN FIRE PROTECTION,14-Jan-16,Linn
Hiawatha,1190 BOYSON RD ,Commercial,Commercial,Alteration,347500,MUNSON ELECTRIC INC,15-Jan-16,Linn
Hiawatha,1190 BOYSON RD ,Commercial,Commercial,Alteration,175000,"LADCO, INC.",15-Jan-16,Linn
Hiawatha,1440 BLAIRS FERRY RD,Commercial,Commercial,Addition,60000,WOODCREST,4-May-16,Linn
Hiawatha,1525 BOYSON RD ,Commercial,Commercial,Addition,195000,Iltens,13-Jan-16,Linn
Hiawatha,1601 BOYSON SQUARE,Commercial,Commercial,Alteration,55500,126 GROUP LLC,15-Apr-16,Linn
Hiawatha,1710 HAWKEYE DR  ,Commercial,Commercial,New,1200000,HAWKEYE ELECTRIC,26-Jan-16,Linn
Hiawatha,1710 HAWKEYE DR  ,Commercial,Commercial,Alteration,58000,,13-Apr-16,Linn
Hiawatha,1710 HAWKEYE DR  ,Commercial,Commercial,Addition,971280,,6-May-16,Linn
Hiawatha,1710 HAWKEYE DR  ,Commercial,Commercial,Addition,60000,,2-May-16,Linn
Hiawatha,1710 HAWKEYE DR  ,Commercial,Commercial,Addition,80000,,6-May-16,Linn
Hiawatha,2050 BOYSON RD,Commercial,Commercial,New,1150200,RKAVON,17-May-16,Linn
Hiawatha,2919 CASPIAN RD ,Residential,Single Family,New,250000,Skogman Construction Co of Iowa,17-Feb-16,Linn
Hiawatha,2926 DIAMONDBACK RD,Residential,Single Family,New,364583,PINES AT TURTLE CREEK LLC,15-Apr-16,Linn
Hiawatha,2928 DIAMONDBACK RD,Residential,Single Family,New,353211,PINES AT TURTLE CREEK LLC,15-Apr-16,Linn
Hiawatha,3003 FORREST LANE,Residential,Single Family,New,402250,,5-May-16,Linn
Hiawatha,3008 Forrest Meadow Lane ,Residential,Single Family,New,235455,Jeff Cater,22-Feb-16,Linn
Hiawatha,755 CENTER POINT RD,Commercial,Commercial,New,1205847,NEXT LEVEL 22 PROPERTIES LLC,15-Apr-16,Linn
Iowa City,10 OAKRIDGE AVE,Residential,Single Family,Addition,115000,BILL BERNAU,1-May-16,Johnson
Iowa City,101 LUSK AVE,Residential,Single Family,New,750000,FREDERIC R & SANDRA M,1-May-16,Johnson
Iowa City,1017 VILLAGE GREEN BLVD,Residential,Single Family,Addition,205000,SUSAN FARRELL,1-Feb-16,Johnson
Iowa City,102 PARSONS AVE,Residential,Single Family,Addition,75000,DAVE BURT,1-May-16,Johnson
Iowa City,1025 E BURLINGTON ST,Residential,Single Family,Alteration,67850,LEE ENO,1-Jun-16,Johnson
Iowa City,103 COLLEGE ST.,Commercial,Commercial,Alteration,59000,MCCOMAS-LACINA CONSTRUCTION,1-May-16,Johnson
Iowa City,1109 LANGENBERG AVE,Residential,Single Family,New,217000,JIM WALKER,1-May-16,Johnson
Iowa City,111 COLCHESTER DR,Residential,Single Family,New,214874,JEFF MORELAND,1-Apr-16,Johnson
Iowa City,1118 TIPPERARY RD,Residential,Single Family,New,290000,TODD PETERSON,1-Mar-16,Johnson
Iowa City,1118 TIPPERARY RD,Residential,Single Family,New,290000,TODD PETERSON,1-Apr-16,Johnson
Iowa City,1137 S. RIVERSIDE DR,Commercial,Commercial,Alteration,200000,IOWA CITY COMMUNITY SCHOOL DISTRICT,1-Jan-16,Johnson
Iowa City,114 KENNETH DR,Residential,Single Family,New,287500,JIM WALKER,1-Jun-16,Johnson
Iowa City,114 N. GOVERNOR ST.,Residential,Multi Family,New,420000,CHAD MELLINGER,1-May-16,Johnson
Iowa City,1140 MANITOU TRL,Residential,Single Family,New,164668,ADVANTAGE CUSTOM BUILDERS,1-Jun-16,Johnson
Iowa City,1152 MANITOU TRL,Residential,Single Family,New,157000,ADVANTAGE CUSTOM BUI€,1-May-16,Johnson
Iowa City,1164 EAGLE PL,Residential,Single Family,New,380000,JIM WALKER,1-Jan-16,Johnson
Iowa City,1164 MANITOU TRL,Residential,Single Family,New,158684,ADVANTAGE CUSTOM BUI€,1-May-16,Johnson
Iowa City,118 S. CLINTON ST. ,Commercial,Commercial,Alteration,100000,PAT BARTEN,1-Mar-16,Johnson
Iowa City,121 N. LINN ST.,Commercial,Commercial,Alteration,100000,JESSE BULMAN,1-Jan-16,Johnson
Iowa City,1214 WILDCAT LANE,Residential,Single Family,New,215600,JUSTIN BOHLKE,1-Jan-16,Johnson
Iowa City,1224 EAGLE PL,Residential,Single Family,New,425000,JIM WALKER,1-Apr-16,Johnson
Iowa City,123 E. MARKET ST.,Commercial,Commercial,Alteration,1231170,BRAD NOWASELL / GLORIA DEI LUTHERAN CHURCH,1-May-16,Johnson
Iowa City,1236 CAMP CARDINAL RD,Residential,Single Family,New,60000,AARON KLOSTERMAN,1-May-16,Johnson
Iowa City,1243 WILDCAT LANE,Residential,Single Family,New,243568,JUSTIN BOHLKE,1-Feb-16,Johnson
Iowa City,1252 N DODGE ST,Residential,Multi Family,New,368200,BILL ZIMMERMAN,1-Mar-16,Johnson
Iowa City,1265 WILDCAT LANE,Residential,Single Family,New,313315,JUSTIN BOHLKE,1-May-16,Johnson
Iowa City,1281 PRAIRIE GRASS LANE,Residential,Single Family,Alteration,53200,LUCY WIBBENMEYER,1-May-16,Johnson
Iowa City,1300 N DODGE ST CT,Residential,Multi Family,New,460250,BILL ZIMMERMAN,1-Mar-16,Johnson
Iowa City,1301 N DODGE ST ,Residential,Multi Family,New,368200,BILL ZIMMERMAN,1-Mar-16,Johnson
Iowa City,1331 N DODGE ST,Residential,Multi Family,New,368200,BILL ZIMMERMAN,1-Mar-16,Johnson
Iowa City,1355 BARRINGTON RD,Commercial,Commercial,New,14000000,IOWA CITY COMMUNITY SCHOOL DISTRICT,1-Mar-16,Johnson
Iowa City,1375 HIGHWAY 1,Commercial,Commercial,Alteration,884123,ANN CAMPION,1-Jun-16,Johnson
Iowa City,1375 N DODGE ST,Residential,Multi Family,New,2470500,BILL ZIMMERMAN,1-Jun-16,Johnson
Iowa City,14 LAKEVIEW DR NE,Residential,Single Family,Alteration,50000,WEIMER CONSTRUCTION,8-Jun-16,Johnson
Iowa City,140 GATHERING PLACE LANE,Commercial,Commercial,New,8000000,APEX CONSTRUCTION / ST ANDREW PRESBYTERIAN CHURCH,1-Apr-16,Johnson
Iowa City,1408 N DUBUQUE RD,Commercial,Commercial,Alteration,5799701,CORY HIGGINS,1-Jun-16,Johnson
Iowa City,1412 DICKENSON LANE,Residential,Single Family,Alteration,120000,JOE HAMMEN,1-Jun-16,Johnson
Iowa City,143 CHARLES DR,Residential,Single Family,New,265000,JIM WALKER,1-Jun-16,Johnson
Iowa City,1445 BOYRUM ST,Commercial,Commercial,Alteration,160000,TRAVIS STOVIE,1-Jun-16,Johnson
Iowa City,146 CHADWICK LANE,Residential,Single Family,New,239455,JEFF MORELAND,1-Apr-16,Johnson
Iowa City,1501 ASHLYND CT,Residential,Single Family,New,160000,MIKE UNTRAUER,1-Mar-16,Johnson
Iowa City,1502 VESTI LANE,Residential,Single Family,New,160000,MIKE UNTRAUER,1-May-16,Johnson
Iowa City,1504 TERRAPIN DR,Residential,Single Family,New,160000,MIKE UNTRAUER,1-May-16,Johnson
Iowa City,1505 TERRAPIN DR,Residential,Single Family,New,160000,MIKE UNTRAUER,1-May-16,Johnson
Iowa City,1507 VESTI LANE,Residential,Single Family,New,160000,MIKE UNTRAUER,1-May-16,Johnson
Iowa City,1512 ASHLYND CT,Residential,Single Family,New,160000,MIKE UNTRAUER,1-Mar-16,Johnson
Iowa City,1512 WILD PRAIRIE DR,Residential,Single Family,Alteration,50000,RUSS GARRETT,1-Jun-16,Johnson
Iowa City,1519 ASHLYND CT,Residential,Single Family,New,160000,MIKE UNTRAUER,1-Mar-16,Johnson
Iowa City,1519 TEG DR,Commercial,Commercial,New,70000,CITY OF IOWA CITY,1-Jun-16,Johnson
Iowa City,1530 ASHLYND CT,Residential,Single Family,New,160000,MIKE UNTRAUER,1-Mar-16,Johnson
Iowa City,1534 S GILBERT ST,Commercial,Commercial,Alteration,80000,CHUCHO LORIA,1-Jun-16,Johnson
Iowa City,154 CHADWICK LANE,Residential,Single Family,New,243422,JEFF MORELAND,1-Mar-16,Johnson
